Local Government Area,Country,Lat,Lng
Red Cliffs,AU,-34.3167,142.1833
Red Hill,AU,-20.3167,148.5
Red Hill South,AU,-38.3833,145.0333
Red Lion,AU,-37.1666,143.7471
Redan,AU,-37.5765,143.8385
Redbank,AU,-27.6,152.8667
Redcastle,N/A,N/A,N/A
Redesdale,AU,-37.0208,144.5315
Reedy Creek,AU,-28.1205,153.4033
Reedy Lake,N/A,N/A,N/A
Reefton,N/A,N/A,N/A
Research,AU,-37.7,145.1833
Reservoir,AU,-37.7124,145.0075
Rheola,AU,-36.6482,143.7013
Rhyll,AU,-38.4667,145.3
Rhymney,N/A,N/A,N/A
Richmond,AU,-33.6,150.7667
Riddells Creek,AU,-37.4588,144.6777
Ringwood,AU,-37.8167,145.2333
Ringwood East,AU,-37.8167,145.25
Ringwood North,AU,-37.8,145.2333
Ripplebrook,N/A,N/A,N/A
Rippleside,AU,-38.1235,144.3564
Ripponlea,AU,-37.8778,144.9953
Riverside,AU,-41.4153,147.1031
Riverslea,AU,-38,146.95
Robertsons Beach,N/A,N/A,N/A
Robinvale,AU,-34.584,142.7739
Rochester,AU,-36.3569,144.701
Rockbank,AU,-37.7335,144.67
Rokewood,AU,-37.9,143.7167
Romsey,AU,-37.35,144.75
Rosanna,AU,-37.7396,145.0696
Rosebrook,AU,-32.6348,151.5149
Rosebud,AU,-38.371,144.9095
Rosebud West,N/A,N/A,N/A
Rosedale,AU,-34.55,138.85
Ross Creek,N/A,N/A,N/A
Rossbridge,AU,-37.4847,142.8494
Rowsley,AU,-37.72,144.3727
Rowville,AU,-37.9333,145.2333
Roxburgh Park,AU,-37.6258,144.9256
Rubicon,AU,-37.2938,145.8194
Ruby,AU,-38.45,145.9167
Runnymede,AU,-42.648,147.5602
Rupanyup,AU,-36.6167,142.6167
Rushworth,AU,-36.5833,145.0167
Rutherglen,AU,-36.05,146.4667
Ryanston,N/A,N/A,N/A
Rye,N/A,N/A,N/A
Rythdale,N/A,N/A,N/A
Safety Beach,AU,-38.3154,145.0003
Sailors Falls,AU,-37.4,144.1333
Sailors Gully,N/A,N/A,N/A
Sale,AU,-38.1,147.0667
Salisbury West,AU,-36.5114,143.9508
San Remo,AU,-33.2139,151.5217
Sandford,AU,-42.9333,147.5
Sandhurst,AU,-38.0819,145.2104
Sandon,AU,-37.1677,144.0383
Sandringham,AU,-37.95,145
Sandy Creek,AU,-36.3,147.1
Sandy Point,AU,-38.8167,146.1
Sarsfield,AU,-37.75,147.7167
Sassafras,AU,-37.8667,145.35
Scarsdale,AU,-37.65,143.6667
Scoresby,AU,-37.9,145.2333
Scotsburn,AU,-37.6667,143.9333
Scotts Creek,AU,-38.4333,143.05
Sea Lake,AU,-35.4833,142.8333
Seabrook,AU,-37.8809,144.7586
Seaford,AU,-35.1833,138.4667
Seaholme,AU,-37.8642,144.8442
Seaspray,AU,-38.3667,147.1833
Seaton,AU,-34.9,138.5167
Sebastian,AU,-36.6,144.2
Sebastopol,AU,-37.5853,143.8395
Seddon,AU,-37.8068,144.8916
Sedgwick,AU,-36.8833,144.3167
Selby,AU,-37.9167,145.3833
Serpentine,AU,-32.35,115.9667
Serviceton,AU,-36.3833,140.9833
Seville,AU,-37.7667,145.4667
Seville East,AU,-37.7743,145.4988
Seymour,AU,-37.0333,145.1333
She Oaks,N/A,N/A,N/A
Sheep Hills,AU,-36.3333,142.55
Shelbourne,AU,-36.8833,144.0167
Shelford,AU,-38.0167,143.9667
Shepparton,AU,-36.3833,145.4
Shepparton East,AU,-36.3885,145.4624
Shepparton North,N/A,N/A,N/A
Sherbrooke,AU,-37.8884,145.3594
Shoreham,AU,-38.4167,145.05
Silvan,AU,-37.8167,145.4167
Silverleaves,AU,-38.453,145.2703
Simpson,AU,-38.4957,143.2077
Simson,N/A,N/A,N/A
Skenes Creek,AU,-38.7235,143.7137
Skipton,AU,-37.6833,143.35
Skye,AU,-34.9249,138.6931
Smeaton,AU,-37.3333,143.95
Smiths Beach,N/A,N/A,N/A
Smythes Creek,AU,-37.6,143.7833
Smythesdale,AU,-37.6333,143.6833
Snake Valley,AU,-37.6167,143.5833
Soldiers Hill,AU,-37.5495,143.8587
Somers,AU,-38.3923,145.1726
Somerton,AU,-37.65,144.9333
Somerville,AU,-38.2167,145.1667
Sorrento,AU,-38.3167,144.7333
South Dudley,AU,-38.5989,145.5742
South Geelong,AU,-38.1668,144.3613
South Kingsville,AU,-37.8307,144.8713
South Melbourne,AU,-37.8333,144.9667
South Morang,AU,-37.65,145.1
South Purrumbete,N/A,N/A,N/A
South Wharf,AU,-37.8253,144.9493
South Yarra,AU,-37.8333,144.9833
Southbank,AU,-37.8228,144.9643
Speed,AU,-35.4,142.4333
Spotswood,AU,-37.8296,144.8879
Spring Gully,AU,-36.794,144.2861
Spring Hill,AU,-27.4614,153.0231
Springbank,N/A,N/A,N/A
Springhurst,AU,-36.2,146.5
Springvale,AU,-37.95,145.15
Springvale South,AU,-37.9667,145.15
St Albans,AU,-37.745,144.8005
St Albans Park,N/A,N/A,N/A
St Andrews,AU,-37.6027,145.2729
St Andrews Beach,N/A,N/A,N/A
St Arnaud,AU,-36.615,143.2554
St Arnaud East,N/A,N/A,N/A
St Germains,N/A,N/A,N/A
St Helena,AU,-37.6895,145.1296
St Helens Plains,N/A,N/A,N/A
St James,AU,-36.269,145.8953
St Kilda,AU,-37.8676,144.981
St Kilda East,AU,-37.8668,145.0022
St Kilda West,AU,-37.8602,144.9722
St Leonards,AU,-33.8234,151.1984
Staceys Bridge,N/A,N/A,N/A
Staffordshire Reef,AU,-37.75,143.7
Staghorn Flat,N/A,N/A,N/A
Stanhope,AU,-36.45,144.9833
Stanley,AU,-40.7667,145.3
Stawell,AU,-37.05,142.7667
Steels Creek,N/A,N/A,N/A
Steiglitz,AU,-37.8833,144.1833
Stewarton,AU,-36.4333,145.8
Stonehaven,AU,-38.1227,144.224
Stony Creek,N/A,N/A,N/A
Stonyford,AU,-38.3254,143.3396
Stradbroke,AU,-38.3,147.0333
Stratford,AU,-16.8761,145.7307
Strathallan,N/A,N/A,N/A
Strathbogie,AU,-36.85,145.75
Strathdale,AU,-36.7632,144.3169
Strathdownie,N/A,N/A,N/A
Strathewen,AU,-37.55,145.2667
Strathfieldsaye,AU,-36.8,144.3667
Strathkellar,N/A,N/A,N/A
Strathmerton,AU,-35.9167,145.4833
Strathmore,AU,-37.7333,144.9182
Strathmore Heights,AU,-37.7134,144.8969
Streatham,AU,-37.6667,143.0667
Strzelecki,AU,-38.3333,145.9
Stuart Mill,AU,-36.7833,143.2
Sugarloaf Creek,N/A,N/A,N/A
Suggan Buggan,AU,-36.9506,148.3336
Sunbury,AU,-37.5833,144.7333
Sunderland Bay,AU,-38.5044,145.2815
Sunset Strip,AU,-38.496,145.2684
Sunshine,AU,-33.1136,151.5625
Sunshine North,AU,-37.7639,144.8362
Sunshine West,AU,-37.7983,144.8111
Surf Beach,AU,-38.5133,145.2997
Surrey Hills,AU,-37.8252,145.1004
Sutherlands Creek,N/A,N/A,N/A
Sutton Grange,AU,-36.9833,144.3667
Swan Hill,AU,-35.3378,143.5544
Swan Reach,AU,-34.5667,139.5833
Swanpool,AU,-36.7667,146.0167
Sydenham,AU,-37.7,144.7667
Tabilk,AU,-36.85,145.1667
Tabor,AU,-37.8333,142.2
Taggerty,AU,-37.3333,145.7167
Talbot,AU,-37.1667,143.7
Talgarno,AU,-36.0833,147.1667
Tallandoon,AU,-36.45,147.2
Tallangatta,AU,-36.2,147.25
Tallarook,AU,-37.1,145.1
Tallygaroopna,AU,-36.25,145.4333
Tambo Upper,AU,-37.7667,147.85
Tamboon,N/A,N/A,N/A
Taminick,AU,-36.4167,146.1667
Tamleugh,N/A,N/A,N/A
Tandarook,N/A,N/A,N/A
Tangambalanga,AU,-36.2333,147.0333
Tanjil Bren,AU,-37.8233,146.1772
Tanjil South,AU,-38.1167,146.25
Tanwood,N/A,N/A,N/A
Tanybryn,AU,-38.65,143.7167
Taradale,AU,-37.15,144.3667
Tarilta,AU,-37.1655,144.1946
Tarnagulla,AU,-36.75,143.8333
Tarneit,AU,-37.8667,144.6667
Tarranyurk,AU,-36.2167,142.05
Tarraville,AU,-38.6333,146.7167
Tarrawarra,N/A,N/A,N/A
Tarrawingee,AU,-31.4667,141.4833
Tarrington,AU,-37.7667,142.1
Tarwin,AU,-38.5833,145.9833
Tarwin Lower,AU,-38.7,145.85
Tatong,AU,-36.7333,146.1
Tatura,AU,-36.45,145.2333
Tatura East,N/A,N/A,N/A
Tawonga,AU,-36.6333,147.1
Tawonga South,N/A,N/A,N/A
Taylors Hill,AU,-37.7152,144.7533
Taylors Lakes,AU,-37.6986,144.7863
Teal Point,AU,-35.6833,144.0833
Tecoma,AU,-37.903,145.3447
Teesdale,AU,-38.0333,144.05
Templestowe,AU,-37.75,145.1167
Templestowe Lower,AU,-37.7667,145.1167
Tempy,AU,-35.3451,142.4257
Tenby Point,AU,-38.411,145.4772
Terang,AU,-38.2333,142.9333
Terrick Terrick East,N/A,N/A,N/A
The Basin,AU,-37.85,145.3167
The Gurdies,AU,-38.3714,145.5639
The Honeysuckles,AU,-38.3541,147.2189
The Patch,AU,-37.9,145.3833
Thomastown,AU,-37.6833,145.0167
Thomson,AU,-38.1699,144.3789
Thoona,AU,-36.3167,146.0667
Thornbury,AU,-37.7583,145.0052
Thornton,AU,-32.7833,151.6333
Thorpdale,AU,-38.2833,146.1833
Thowgla Valley,N/A,N/A,N/A
Timboon,AU,-38.4833,142.9833
Timboon West,N/A,N/A,N/A
Timmering,AU,-36.3667,144.9167
Timor,AU,-36.9838,143.7091
Tinamba,AU,-37.9625,146.8914
Tittybong,AU,-35.7667,143.3667
Tolmie,AU,-36.9333,146.2333
Tongala,AU,-36.25,144.95
Tonimbuk,N/A,N/A,N/A
Tooborac,AU,-37.05,144.8333
Toolamba,AU,-36.5,145.35
Toolangi,AU,-37.5333,145.4667
Toolern Vale,AU,-37.6,144.6
Toolleen,AU,-36.7167,144.7
Toolondo,AU,-36.9833,141.9333
Toongabbie,AU,-33.7833,150.95
Toora,AU,-38.65,146.3333
Toora North,N/A,N/A,N/A
Tooradin,AU,-38.2167,145.3833
Toorak,AU,-37.8408,145.0096
Toorloo Arm,N/A,N/A,N/A
Tootgarook,N/A,N/A,N/A
Torquay,AU,-25.2833,152.8667
Torrumbarry,AU,-36.0333,144.55
Torwood,N/A,N/A,N/A
Tottenham,AU,-32.2333,147.35
Tower Hill,AU,-38.3333,142.35
Trafalgar,AU,-38.2,146.15
Trafalgar East,AU,-38.1833,146.1833
Trafalgar South,AU,-38.2667,146.15
Tragowel,AU,-35.8547,143.9839
Traralgon,AU,-38.1833,146.5333
Traralgon East,N/A,N/A,N/A
Traralgon South,AU,-38.2667,146.55
Travancore,AU,-37.7808,144.9355
Trawool,AU,-37.1,145.2167
Tremont,AU,-37.8789,145.3158
Trentham,AU,-37.3833,144.3167
Trentham East,AU,-37.3833,144.3833
Tresco,AU,-35.5167,143.65
Tresco West,N/A,N/A,N/A
Trida,AU,-38.3167,145.9667
Truganina,AU,-37.8167,144.75
Tubbut,N/A,N/A,N/A
Tuerong,N/A,N/A,N/A
Tullamarine,AU,-37.7013,144.881
Tungamah,AU,-36.1667,145.8667
Turtons Creek,AU,-38.55,146.25
Tutye,N/A,N/A,N/A
Tyabb,AU,-38.25,145.1833
Tyers,AU,-38.15,146.4667
Tylden,AU,-37.3333,144.4167
Tynong,AU,-38.0833,145.6167
Tynong North,AU,-38.0667,145.6167
Tyntynder,AU,-35.2333,143.4667
Tyntynder South,AU,-35.3,143.5333
Tyrendarra,AU,-38.2167,141.7833
Ullswater,AU,-36.9667,141.3833
Ultima,AU,-35.4833,143.25
Undera,AU,-36.2833,145.2167
Underbool,AU,-35.1667,141.8167
Upotipotpon,AU,-36.4833,145.8167
Upper Ferntree Gully,AU,-37.8967,145.3099
Upper Plenty,AU,-37.4333,145.7333
Upwey,AU,-37.9,145.3333
Vaughan,AU,-37.1578,144.2115
Vectis,N/A,N/A,N/A
Ventnor,AU,-38.469,145.1715
Venus Bay,AU,-33.2331,134.6728
Vermont,AU,-37.8362,145.1943
Vermont South,AU,-37.8544,145.1878
Vervale,AU,-38.1333,145.6667
Vesper,AU,-37.9167,146.0833
Viewbank,AU,-37.7399,145.0932
Vinifera,N/A,N/A,N/A
Violet Town,AU,-36.6333,145.7333
W Tree,N/A,N/A,N/A
Waaia,AU,-36.05,145.35
Wahgunyah,AU,-36.0167,146.4
Wail,AU,-36.5083,142.0984
Wairewa,AU,-37.6885,148.1665
Waitchie,N/A,N/A,N/A
Waldara,N/A,N/A,N/A
Walhalla,AU,-37.95,146.45
Walkerville,AU,-34.8914,138.6182
Wallace,AU,-37.55,144.05
Wallacedale,AU,-37.9333,141.8
Wallaloo East,N/A,N/A,N/A
Wallan,AU,-37.4167,144.9833
Wallinduc,AU,-37.8667,143.5167
Wallington,AU,-38.2,144.4833
Walmer,AU,-36.9667,144.15
Walpa,AU,-37.8,147.45
Walpeup,AU,-35.1333,142.0333
Walwa,AU,-35.9667,147.7333
Wandana Heights,AU,-38.1777,144.2997
Wandella,N/A,N/A,N/A
Wandiligong,AU,-36.7833,146.9833
Wandin East,N/A,N/A,N/A
Wandin North,AU,-37.7833,145.4333
Wando Vale,AU,-37.5167,141.45
Wandong,AU,-37.35,145.0333
Wangandary,N/A,N/A,N/A
Wangaratta,AU,-36.3667,146.3333
Wangaratta South,N/A,N/A,N/A
Wangoom,AU,-38.3333,142.5833
Wannon,AU,-37.6667,141.8333
Wantirna,AU,-37.85,145.2167
Wantirna South,AU,-37.8833,145.2167
Waranga Shores,AU,-36.5314,145.0651
Waratah Bay,AU,-38.8096,146.0407
Warburton,AU,-37.75,145.6833
Wareek,AU,-36.9833,143.6167
Wargan,N/A,N/A,N/A
Warncoort,AU,-38.3167,143.7167
Warneet,AU,-38.2214,145.3117
Warracknabeal,AU,-36.25,142.4167
Warragul,AU,-38.1667,145.9333
Warragul South,N/A,N/A,N/A
Warragul West,N/A,N/A,N/A
Warrak,AU,-37.2667,143.15
Warrandyte,AU,-37.75,145.2333
Warrandyte South,AU,-37.7667,145.25
Warranwood,AU,-37.7725,145.2502
Warrayure,N/A,N/A,N/A
Warrenbayne,AU,-36.6833,145.8667
Warrenheip,AU,-37.5667,143.9333
Warrion,N/A,N/A,N/A
Warrnambool,AU,-38.3833,142.4833
Wartook,AU,-37.0255,142.343
Watchem,AU,-36.15,142.85
Watchem West,N/A,N/A,N/A
Waterford Park,AU,-37.3002,145.0669
Waterloo,AU,-33.9003,151.2073
Waterways,AU,-38.0148,145.1305
Watsonia,AU,-37.7098,145.0833
Watsonia North,AU,-37.696,145.085
Watsons Creek,AU,-30.7333,151.05
Wattle Bank,AU,-38.5667,145.7
Wattle Flat,AU,-37.4667,143.95
Wattle Glen,AU,-37.6699,145.1916
Waubra,AU,-37.3667,143.65
Waurn Ponds,AU,-38.2167,144.2833
Wedderburn,AU,-36.4333,143.6333
Weering,AU,-38.1,143.6333
Wellsford,N/A,N/A,N/A
Welshpool,AU,-31.9921,115.9325
Wemen,AU,-34.7813,142.6416
Wendouree,AU,-37.55,143.8333
Werribee,AU,-37.9,144.6667
Werribee South,AU,-37.9475,144.7167
Werrimull,N/A,N/A,N/A
Wesburn,AU,-37.7667,145.6333
West Bendigo,AU,-36.756,144.2489
West Creek,N/A,N/A,N/A
West Footscray,AU,-37.8006,144.8711
West Melbourne,AU,-37.8101,144.95
West Wodonga,AU,-36.1257,146.8486
Westbury,AU,-41.5167,146.85
Westby,AU,-35.4817,147.4178
Westmeadows,AU,-37.6769,144.8939
Whanregarwen,N/A,N/A,N/A
Wharparilla,AU,-36.1333,144.6333
Wheatsheaf,AU,-37.3164,144.2219
Wheelers Hill,AU,-37.9,145.1833
White Hills,AU,-41.5,147.25
Whiteheads Creek,N/A,N/A,N/A
Whitfield,AU,-36.7833,146.4167
Whittington,N/A,N/A,N/A
Whittlesea,AU,-37.5167,145.1167
Whorouly,AU,-36.5167,146.6
Whorouly East,N/A,N/A,N/A
Whorouly South,AU,-36.55,146.5833
Whroo,AU,-36.65,145.0167
Wickliffe,AU,-37.6833,142.7167
Wilby,AU,-36.1667,146.0167
Wildwood,N/A,N/A,N/A
Willaura,AU,-37.5333,142.75
Williams Landing,AU,-37.8614,144.7445
Williamstown,AU,-34.6667,138.8667
Williamstown North,AU,-37.8526,144.8689
Willow Grove,AU,-38.0833,146.2
Willowmavin,N/A,N/A,N/A
Willung,AU,-38.25,146.8167
Wilsons Promontory,N/A,N/A,N/A
Wimbledon Heights,AU,-38.4802,145.2342
Winchelsea,AU,-38.2333,143.9833
Winchelsea South,N/A,N/A,N/A
Windermere,AU,-32.6817,151.4428
Windsor,AU,-37.8548,144.9927
Wingan River,N/A,N/A,N/A
Winnap,AU,-37.95,141.3167
Winnindoo,AU,-38.05,146.7667
Winton,AU,-36.5167,146.0833
Wiseleigh,N/A,N/A,N/A
Wodonga,AU,-36.1167,146.8833
Wollert,AU,-37.5833,145.0333
Wombat Creek,N/A,N/A,N/A
Won Wron,N/A,N/A,N/A
Wonga,AU,-16.3333,145.4167
Wonga Park,AU,-37.7333,145.2667
Wonthaggi,AU,-38.6044,145.5913
Wonwondah,N/A,N/A,N/A
Wood Wood,AU,-35.1066,143.3465
Woodend,AU,-37.35,144.5333
Woodend North,N/A,N/A,N/A
Woodford,AU,-26.95,152.7833
Woodhouse,N/A,N/A,N/A
Woodleigh,AU,-38.4,145.6333
Woods Point,N/A,N/A,N/A
Woodside,AU,-34.95,138.8667
Woodside Beach,N/A,N/A,N/A
Woodstock,AU,-43.0667,147.0667
Woodvale,AU,-31.7864,115.7937
Woolamai,AU,-38.5,145.5
Woolsthorpe,AU,-38.2,142.4333
Wooragee,AU,-36.2833,146.7833
Woorarra East,N/A,N/A,N/A
Woori Yallock,AU,-37.75,145.5167
Woorinen,AU,-35.3,143.4333
Woorinen South,AU,-35.2899,143.4521
Woorndoo,AU,-37.9,142.8167
Wooroonook,N/A,N/A,N/A
Woosang,AU,-36.3333,143.4833
Wuk Wuk,N/A,N/A,N/A
Wunghnu,AU,-36.15,145.45
Wurruk,AU,-38.1167,147.0333
Wy Yung,AU,-37.8075,147.6195
Wycheproof,AU,-36.0667,143.2333
Wycheproof South,N/A,N/A,N/A
Wychitella,AU,-36.2833,143.6167
Wye River,AU,-38.6333,143.8833
Wyndham Vale,AU,-37.8869,144.6241
Wyuna,AU,-36.2,145.05
Yaapeet,N/A,N/A,N/A
Yabba North,AU,-36.2167,145.6833
Yackandandah,AU,-36.3333,146.8667
Yalca,AU,-35.9833,145.3167
Yallambie,AU,-37.7252,145.0935
Yallourn,AU,-38.1667,146.2667
Yallourn North,AU,-38.1607,146.3629
Yambuk,AU,-38.3156,142.0651
Yambuna,AU,-36.15,145.0333
Yan Yean,AU,-37.5691,145.1078
Yanac,AU,-36.1333,141.4333
Yanakie,AU,-38.8124,146.2064
Yangery,AU,-38.3167,142.4167
Yannathan,AU,-38.2333,145.65
Yapeen,AU,-37.1333,144.1833
Yarck,AU,-37.1,145.6167
Yarra Glen,AU,-37.6667,145.3667
Yarra Junction,AU,-37.7833,145.6167
Yarragon,AU,-38.2,146.0667
Yarragon South,N/A,N/A,N/A
Yarram,AU,-38.5667,146.6667
Yarrambat,AU,-37.8049,145.0034
Yarraville,AU,-37.8167,144.9
Yarrawalla,AU,-36.0667,144.0333
Yarrawonga,AU,-36.0167,146
Yarroweyah,AU,-35.9333,145.55
Yea,AU,-37.213,145.4225
Yellingbo,N/A,N/A,N/A
Yelta,N/A,N/A,N/A
Yendon,AU,-37.6333,143.9667
Yering,AU,-37.6887,145.3747
Yielima,AU,-35.9333,145.2167
Yinnar,AU,-38.3167,146.3167
Yinnar South,AU,-38.3833,146.3833
Youarang,AU,-36.1667,145.8
Yuroke,AU,-37.5895,144.879
Yuulong,AU,-32.215,148.5678
Zeerust,N/A,N/A,N/A
