Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Offence Count
2016,December,Hobsons Bay,2 Community,25 Other Transport,251 Private Car,11
2016,December,Hobsons Bay,2 Community,25 Other Transport,252 Airfield,1
2016,December,Hobsons Bay,2 Community,25 Other Transport,253 Boat,12
2016,December,Hobsons Bay,2 Community,25 Other Transport,254 Dock/Wharf,5
2016,December,Hobsons Bay,2 Community,25 Other Transport,255 Carpark (Single Level),138
2016,December,Hobsons Bay,2 Community,25 Other Transport,256 Carpark (Multi Level),8
2016,December,Hobsons Bay,2 Community,25 Other Transport,257 Other Transport Type/Area,18
2016,December,Hobsons Bay,2 Community,26 Justice,261 Police Station,97
2016,December,Hobsons Bay,2 Community,26 Justice,262 Court,5
2016,December,Hobsons Bay,2 Community,26 Justice,269 Other Justice (nec),1
2016,December,Hobsons Bay,2 Community,27 Open Space,271 Parkland/Reserve,54
2016,December,Hobsons Bay,2 Community,27 Open Space,272 Rural,1
2016,December,Hobsons Bay,2 Community,27 Open Space,273 Vacant Block,3
2016,December,Hobsons Bay,2 Community,27 Open Space,274 Beach Foreshore,43
2016,December,Hobsons Bay,2 Community,27 Open Space,275 Other Open Space,11
2016,December,Hobsons Bay,2 Community,27 Open Space,276 Beach Car Park,8
2016,December,Hobsons Bay,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"1,228"
2016,December,Hobsons Bay,2 Community,29 Other community location,291 Cemetery,4
2016,December,Hobsons Bay,2 Community,29 Other community location,292 Civic Centre,8
2016,December,Hobsons Bay,2 Community,29 Other community location,293 Gallery,1
2016,December,Hobsons Bay,2 Community,29 Other community location,294 Car Wash,17
2016,December,Hobsons Bay,3 Other,31 Admin/professional,311 Business Office,59
2016,December,Hobsons Bay,3 Other,31 Admin/professional,312 Other Admin/Professional,5
2016,December,Hobsons Bay,3 Other,32 Financial,321 Bank,22
2016,December,Hobsons Bay,3 Other,32 Financial,323 ATM/Eftpos,4
2016,December,Hobsons Bay,3 Other,33 Retail,331 Chemist/Pharmacy,4
2016,December,Hobsons Bay,3 Other,33 Retail,3310 24Hr Convenience,22
2016,December,Hobsons Bay,3 Other,33 Retail,3311 Restaurant/Fastfood,82
2016,December,Hobsons Bay,3 Other,33 Retail,3312 Other Retail,247
2016,December,Hobsons Bay,3 Other,33 Retail,332 Service Station,270
2016,December,Hobsons Bay,3 Other,33 Retail,333 Jeweller,2
2016,December,Hobsons Bay,3 Other,33 Retail,334 2nd Hand Dealer,3
2016,December,Hobsons Bay,3 Other,33 Retail,335 Supermarket,97
2016,December,Hobsons Bay,3 Other,33 Retail,336 Department Store,23
2016,December,Hobsons Bay,3 Other,33 Retail,337 Shopping Complex,111
2016,December,Hobsons Bay,3 Other,33 Retail,338 Car Sales Yard,43
2016,December,Hobsons Bay,3 Other,33 Retail,339 Milkbar,6
2016,December,Hobsons Bay,3 Other,34 Wholesale,341 Any Wholesale,3
2016,December,Hobsons Bay,3 Other,35 Warehousing/storage,351 Warehousing/Storage,89
2016,December,Hobsons Bay,3 Other,36 Manufacturing,361 Factory,59
2016,December,Hobsons Bay,3 Other,36 Manufacturing,362 Any Manufacturing,12
2016,December,Hobsons Bay,3 Other,38 Recreational,381 Licensed Premises,62
2016,December,Hobsons Bay,3 Other,38 Recreational,382 Tab,2
2016,December,Hobsons Bay,3 Other,38 Recreational,384 Sport Area/Facility,34
2016,December,Hobsons Bay,3 Other,38 Recreational,385 Gaming Venue,15
2016,December,Hobsons Bay,3 Other,38 Recreational,386 Other Rec./Sports,14
2016,December,Hobsons Bay,3 Other,39 Other location,391 Massage Parlour/Brothel,1
2016,December,Hobsons Bay,3 Other,39 Other location,392 Other Location (Not Elsewhere),146
2016,December,Hobsons Bay,3 Other,39 Other location,393 Construction Site,22
2016,December,Horsham,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,112
2016,December,Horsham,1 Residential,11 Dwelling - private,112 House,977
2016,December,Horsham,1 Residential,11 Dwelling - private,113 Bungalow,1
2016,December,Horsham,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,7
2016,December,Horsham,1 Residential,11 Dwelling - private,116 Ministry Of Housing,3
2016,December,Horsham,1 Residential,11 Dwelling - private,117 Farm House,3
2016,December,Horsham,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2016,December,Horsham,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,23
2016,December,Horsham,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,4
2016,December,Horsham,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2016,December,Horsham,1 Residential,13 Grounds/surrounding land,1310 Farm Building,4
2016,December,Horsham,1 Residential,13 Grounds/surrounding land,132 Backyard,37
2016,December,Horsham,1 Residential,13 Grounds/surrounding land,133 Frontyard,103
2016,December,Horsham,1 Residential,13 Grounds/surrounding land,134 Garage,17
2016,December,Horsham,1 Residential,13 Grounds/surrounding land,135 Shed,21
2016,December,Horsham,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,5
2016,December,Horsham,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),32
2016,December,Horsham,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,87
2016,December,Horsham,2 Community,21 Education,211 School,23
2016,December,Horsham,2 Community,21 Education,212 School Grounds,14
2016,December,Horsham,2 Community,21 Education,213 Other Educational,6
2016,December,Horsham,2 Community,22 Health,221 Hospital,3
2016,December,Horsham,2 Community,22 Health,222 Medical Centre,3
2016,December,Horsham,2 Community,22 Health,224 Other Health,6
2016,December,Horsham,2 Community,23 Religious,231 Church,2
2016,December,Horsham,2 Community,23 Religious,232 Other religious,1
2016,December,Horsham,2 Community,24 Public Transport,242 Train Station,1
2016,December,Horsham,2 Community,24 Public Transport,243 Railway Carpark,5
2016,December,Horsham,2 Community,24 Public Transport,244 Tram/Tram Stop,1
2016,December,Horsham,2 Community,24 Public Transport,245 Bus/Bus Stop,9
2016,December,Horsham,2 Community,24 Public Transport,246 Depot/Terminal,1
2016,December,Horsham,2 Community,24 Public Transport,247 Freight Yard,2
2016,December,Horsham,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2016,December,Horsham,2 Community,24 Public Transport,249 Taxi,1
2016,December,Horsham,2 Community,25 Other Transport,251 Private Car,12
2016,December,Horsham,2 Community,25 Other Transport,255 Carpark (Single Level),21
2016,December,Horsham,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2016,December,Horsham,2 Community,26 Justice,261 Police Station,45
2016,December,Horsham,2 Community,26 Justice,262 Court,75
2016,December,Horsham,2 Community,26 Justice,265 Other Justice Facility,2
2016,December,Horsham,2 Community,27 Open Space,271 Parkland/Reserve,22
2016,December,Horsham,2 Community,27 Open Space,272 Rural,2
2016,December,Horsham,2 Community,27 Open Space,273 Vacant Block,1
2016,December,Horsham,2 Community,27 Open Space,275 Other Open Space,5
2016,December,Horsham,2 Community,28 Street/footpath,281 Street/Lane/Footpath,465
2016,December,Horsham,2 Community,29 Other community location,291 Cemetery,2
2016,December,Horsham,2 Community,29 Other community location,292 Civic Centre,1
2016,December,Horsham,3 Other,31 Admin/professional,311 Business Office,11
2016,December,Horsham,3 Other,31 Admin/professional,312 Other Admin/Professional,9
2016,December,Horsham,3 Other,32 Financial,321 Bank,2
2016,December,Horsham,3 Other,32 Financial,322 Credit Society,1
2016,December,Horsham,3 Other,32 Financial,323 ATM/Eftpos,1
2016,December,Horsham,3 Other,33 Retail,331 Chemist/Pharmacy,8
2016,December,Horsham,3 Other,33 Retail,3311 Restaurant/Fastfood,16
2016,December,Horsham,3 Other,33 Retail,3312 Other Retail,154
2016,December,Horsham,3 Other,33 Retail,332 Service Station,28
2016,December,Horsham,3 Other,33 Retail,335 Supermarket,39
2016,December,Horsham,3 Other,33 Retail,336 Department Store,29
2016,December,Horsham,3 Other,33 Retail,337 Shopping Complex,17
2016,December,Horsham,3 Other,33 Retail,338 Car Sales Yard,3
2016,December,Horsham,3 Other,33 Retail,339 Milkbar,4
2016,December,Horsham,3 Other,35 Warehousing/storage,351 Warehousing/Storage,16
2016,December,Horsham,3 Other,36 Manufacturing,361 Factory,7
2016,December,Horsham,3 Other,36 Manufacturing,362 Any Manufacturing,1
2016,December,Horsham,3 Other,37 Agricultural,371 Farmland/Agricultural,37
2016,December,Horsham,3 Other,37 Agricultural,373 Other Agricultural,2
2016,December,Horsham,3 Other,38 Recreational,381 Licensed Premises,19
2016,December,Horsham,3 Other,38 Recreational,384 Sport Area/Facility,14
2016,December,Horsham,3 Other,38 Recreational,385 Gaming Venue,4
2016,December,Horsham,3 Other,38 Recreational,386 Other Rec./Sports,18
2016,December,Horsham,3 Other,39 Other location,392 Other Location (Not Elsewhere),50
2016,December,Horsham,3 Other,39 Other location,393 Construction Site,3
2016,December,Hume,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,352
2016,December,Hume,1 Residential,11 Dwelling - private,112 House,"6,396"
2016,December,Hume,1 Residential,11 Dwelling - private,113 Bungalow,53
2016,December,Hume,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,9
2016,December,Hume,1 Residential,11 Dwelling - private,115 Houseboat,1
2016,December,Hume,1 Residential,11 Dwelling - private,116 Ministry Of Housing,31
2016,December,Hume,1 Residential,11 Dwelling - private,117 Farm House,10
2016,December,Hume,1 Residential,12 Dwelling  - non-private,121 Boarding House,10
2016,December,Hume,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2016,December,Hume,1 Residential,12 Dwelling  - non-private,123 Guest House,3
2016,December,Hume,1 Residential,12 Dwelling  - non-private,124 Nursing Home,4
2016,December,Hume,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,31
2016,December,Hume,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,27
2016,December,Hume,1 Residential,13 Grounds/surrounding land,1310 Farm Building,18
2016,December,Hume,1 Residential,13 Grounds/surrounding land,132 Backyard,132
2016,December,Hume,1 Residential,13 Grounds/surrounding land,133 Frontyard,664
2016,December,Hume,1 Residential,13 Grounds/surrounding land,134 Garage,248
2016,December,Hume,1 Residential,13 Grounds/surrounding land,135 Shed,68
2016,December,Hume,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,173
2016,December,Hume,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),49
2016,December,Hume,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,890
2016,December,Hume,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,31
2016,December,Hume,2 Community,21 Education,211 School,188
2016,December,Hume,2 Community,21 Education,212 School Grounds,100
2016,December,Hume,2 Community,21 Education,213 Other Educational,40
2016,December,Hume,2 Community,22 Health,221 Hospital,4
2016,December,Hume,2 Community,22 Health,222 Medical Centre,40
2016,December,Hume,2 Community,22 Health,223 Dental,4
2016,December,Hume,2 Community,22 Health,224 Other Health,21
2016,December,Hume,2 Community,23 Religious,231 Church,19
2016,December,Hume,2 Community,23 Religious,232 Other religious,7
2016,December,Hume,2 Community,24 Public Transport,241 Train,13
2016,December,Hume,2 Community,24 Public Transport,242 Train Station,250
2016,December,Hume,2 Community,24 Public Transport,243 Railway Carpark,161
2016,December,Hume,2 Community,24 Public Transport,245 Bus/Bus Stop,49
2016,December,Hume,2 Community,24 Public Transport,246 Depot/Terminal,29
2016,December,Hume,2 Community,24 Public Transport,249 Taxi,7
2016,December,Hume,2 Community,25 Other Transport,251 Private Car,83
2016,December,Hume,2 Community,25 Other Transport,252 Airfield,145
2016,December,Hume,2 Community,25 Other Transport,255 Carpark (Single Level),932
2016,December,Hume,2 Community,25 Other Transport,256 Carpark (Multi Level),137
2016,December,Hume,2 Community,25 Other Transport,257 Other Transport Type/Area,70
2016,December,Hume,2 Community,26 Justice,261 Police Station,235
2016,December,Hume,2 Community,26 Justice,262 Court,481
2016,December,Hume,2 Community,26 Justice,264 Youth Training Centre,1
2016,December,Hume,2 Community,26 Justice,265 Other Justice Facility,17
2016,December,Hume,2 Community,26 Justice,269 Other Justice (nec),24
2016,December,Hume,2 Community,27 Open Space,271 Parkland/Reserve,484
2016,December,Hume,2 Community,27 Open Space,272 Rural,9
2016,December,Hume,2 Community,27 Open Space,273 Vacant Block,33
2016,December,Hume,2 Community,27 Open Space,275 Other Open Space,37
2016,December,Hume,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"4,008"
2016,December,Hume,2 Community,29 Other community location,291 Cemetery,5
2016,December,Hume,2 Community,29 Other community location,292 Civic Centre,17
2016,December,Hume,2 Community,29 Other community location,294 Car Wash,22
2016,December,Hume,3 Other,31 Admin/professional,311 Business Office,181
2016,December,Hume,3 Other,31 Admin/professional,312 Other Admin/Professional,31
2016,December,Hume,3 Other,32 Financial,321 Bank,43
2016,December,Hume,3 Other,32 Financial,322 Credit Society,4
2016,December,Hume,3 Other,32 Financial,323 ATM/Eftpos,21
2016,December,Hume,3 Other,32 Financial,324 Other Financial,5
2016,December,Hume,3 Other,33 Retail,331 Chemist/Pharmacy,52
2016,December,Hume,3 Other,33 Retail,3310 24Hr Convenience,71
2016,December,Hume,3 Other,33 Retail,3311 Restaurant/Fastfood,178
2016,December,Hume,3 Other,33 Retail,3312 Other Retail,566
2016,December,Hume,3 Other,33 Retail,332 Service Station,754
2016,December,Hume,3 Other,33 Retail,333 Jeweller,2
2016,December,Hume,3 Other,33 Retail,334 2nd Hand Dealer,19
2016,December,Hume,3 Other,33 Retail,335 Supermarket,249
2016,December,Hume,3 Other,33 Retail,336 Department Store,103
2016,December,Hume,3 Other,33 Retail,337 Shopping Complex,600
2016,December,Hume,3 Other,33 Retail,338 Car Sales Yard,81
2016,December,Hume,3 Other,33 Retail,339 Milkbar,33
2016,December,Hume,3 Other,34 Wholesale,341 Any Wholesale,14
2016,December,Hume,3 Other,35 Warehousing/storage,351 Warehousing/Storage,226
2016,December,Hume,3 Other,36 Manufacturing,361 Factory,400
2016,December,Hume,3 Other,36 Manufacturing,362 Any Manufacturing,36
2016,December,Hume,3 Other,37 Agricultural,371 Farmland/Agricultural,107
2016,December,Hume,3 Other,37 Agricultural,373 Other Agricultural,14
2016,December,Hume,3 Other,38 Recreational,381 Licensed Premises,120
2016,December,Hume,3 Other,38 Recreational,382 Tab,17
2016,December,Hume,3 Other,38 Recreational,383 Cinema,10
2016,December,Hume,3 Other,38 Recreational,384 Sport Area/Facility,71
2016,December,Hume,3 Other,38 Recreational,385 Gaming Venue,35
2016,December,Hume,3 Other,38 Recreational,386 Other Rec./Sports,54
2016,December,Hume,3 Other,39 Other location,391 Massage Parlour/Brothel,5
2016,December,Hume,3 Other,39 Other location,392 Other Location (Not Elsewhere),525
2016,December,Hume,3 Other,39 Other location,393 Construction Site,117
2016,December,Indigo,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,6
2016,December,Indigo,1 Residential,11 Dwelling - private,112 House,104
2016,December,Indigo,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,4
2016,December,Indigo,1 Residential,11 Dwelling - private,117 Farm House,15
2016,December,Indigo,1 Residential,12 Dwelling  - non-private,123 Guest House,1
