Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Offence Count
2021,December,Wyndham,2 Community,27 Open Space,271 Parkland/Reserve,185
2021,December,Wyndham,2 Community,27 Open Space,272 Rural,6
2021,December,Wyndham,2 Community,27 Open Space,273 Vacant Block,9
2021,December,Wyndham,2 Community,27 Open Space,274 Beach Foreshore,7
2021,December,Wyndham,2 Community,27 Open Space,275 Other Open Space,38
2021,December,Wyndham,2 Community,27 Open Space,276 Beach Car Park,5
2021,December,Wyndham,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"2,101"
2021,December,Wyndham,2 Community,29 Other community location,291 Cemetery,1
2021,December,Wyndham,2 Community,29 Other community location,292 Civic Centre,14
2021,December,Wyndham,2 Community,29 Other community location,294 Car Wash,7
2021,December,Wyndham,3 Other,31 Admin/professional,311 Business Office,82
2021,December,Wyndham,3 Other,31 Admin/professional,312 Other Admin/Professional,20
2021,December,Wyndham,3 Other,32 Financial,321 Bank,19
2021,December,Wyndham,3 Other,32 Financial,323 ATM/Eftpos,11
2021,December,Wyndham,3 Other,33 Retail,331 Chemist/Pharmacy,29
2021,December,Wyndham,3 Other,33 Retail,3310 24Hr Convenience,40
2021,December,Wyndham,3 Other,33 Retail,3311 Restaurant/Fastfood,184
2021,December,Wyndham,3 Other,33 Retail,3312 Other Retail,409
2021,December,Wyndham,3 Other,33 Retail,332 Service Station,393
2021,December,Wyndham,3 Other,33 Retail,333 Jeweller,1
2021,December,Wyndham,3 Other,33 Retail,334 2nd Hand Dealer,8
2021,December,Wyndham,3 Other,33 Retail,335 Supermarket,237
2021,December,Wyndham,3 Other,33 Retail,336 Department Store,64
2021,December,Wyndham,3 Other,33 Retail,337 Shopping Complex,561
2021,December,Wyndham,3 Other,33 Retail,338 Car Sales Yard,38
2021,December,Wyndham,3 Other,33 Retail,339 Milkbar,7
2021,December,Wyndham,3 Other,34 Wholesale,341 Any Wholesale,11
2021,December,Wyndham,3 Other,35 Warehousing/storage,351 Warehousing/Storage,80
2021,December,Wyndham,3 Other,36 Manufacturing,361 Factory,105
2021,December,Wyndham,3 Other,36 Manufacturing,362 Any Manufacturing,17
2021,December,Wyndham,3 Other,37 Agricultural,371 Farmland/Agricultural,14
2021,December,Wyndham,3 Other,37 Agricultural,373 Other Agricultural,2
2021,December,Wyndham,3 Other,38 Recreational,381 Licensed Premises,97
2021,December,Wyndham,3 Other,38 Recreational,382 Tab,2
2021,December,Wyndham,3 Other,38 Recreational,383 Cinema,2
2021,December,Wyndham,3 Other,38 Recreational,384 Sport Area/Facility,109
2021,December,Wyndham,3 Other,38 Recreational,385 Gaming Venue,16
2021,December,Wyndham,3 Other,38 Recreational,386 Other Rec./Sports,55
2021,December,Wyndham,3 Other,39 Other location,392 Other Location (Not Elsewhere),223
2021,December,Wyndham,3 Other,39 Other location,393 Construction Site,121
2021,December,Wyndham,3 Other,39 Other location,394 Veterinary Clinic,1
2021,December,Yarra,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,"1,727"
2021,December,Yarra,1 Residential,11 Dwelling - private,112 House,"1,337"
2021,December,Yarra,1 Residential,11 Dwelling - private,113 Bungalow,2
2021,December,Yarra,1 Residential,11 Dwelling - private,116 Ministry Of Housing,297
2021,December,Yarra,1 Residential,11 Dwelling - private,117 Farm House,1
2021,December,Yarra,1 Residential,12 Dwelling  - non-private,121 Boarding House,20
2021,December,Yarra,1 Residential,12 Dwelling  - non-private,122 Holiday Home,2
2021,December,Yarra,1 Residential,12 Dwelling  - non-private,123 Guest House,2
2021,December,Yarra,1 Residential,12 Dwelling  - non-private,124 Nursing Home,11
2021,December,Yarra,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,21
2021,December,Yarra,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,39
2021,December,Yarra,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,11
2021,December,Yarra,1 Residential,13 Grounds/surrounding land,1310 Farm Building,2
2021,December,Yarra,1 Residential,13 Grounds/surrounding land,132 Backyard,53
2021,December,Yarra,1 Residential,13 Grounds/surrounding land,133 Frontyard,212
2021,December,Yarra,1 Residential,13 Grounds/surrounding land,134 Garage,66
2021,December,Yarra,1 Residential,13 Grounds/surrounding land,135 Shed,8
2021,December,Yarra,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,26
2021,December,Yarra,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),112
2021,December,Yarra,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,129
2021,December,Yarra,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,404
2021,December,Yarra,2 Community,21 Education,211 School,41
2021,December,Yarra,2 Community,21 Education,212 School Grounds,32
2021,December,Yarra,2 Community,21 Education,213 Other Educational,20
2021,December,Yarra,2 Community,22 Health,221 Hospital,130
2021,December,Yarra,2 Community,22 Health,222 Medical Centre,45
2021,December,Yarra,2 Community,22 Health,223 Dental,2
2021,December,Yarra,2 Community,22 Health,224 Other Health,41
2021,December,Yarra,2 Community,23 Religious,231 Church,8
2021,December,Yarra,2 Community,23 Religious,232 Other religious,2
2021,December,Yarra,2 Community,24 Public Transport,241 Train,21
2021,December,Yarra,2 Community,24 Public Transport,242 Train Station,177
2021,December,Yarra,2 Community,24 Public Transport,243 Railway Carpark,13
2021,December,Yarra,2 Community,24 Public Transport,244 Tram/Tram Stop,51
2021,December,Yarra,2 Community,24 Public Transport,245 Bus/Bus Stop,5
2021,December,Yarra,2 Community,24 Public Transport,246 Depot/Terminal,1
2021,December,Yarra,2 Community,24 Public Transport,248 Office (Public transport office Only),2
2021,December,Yarra,2 Community,24 Public Transport,249 Taxi,18
2021,December,Yarra,2 Community,25 Other Transport,251 Private Car,16
2021,December,Yarra,2 Community,25 Other Transport,255 Carpark (Single Level),121
2021,December,Yarra,2 Community,25 Other Transport,256 Carpark (Multi Level),62
2021,December,Yarra,2 Community,25 Other Transport,257 Other Transport Type/Area,9
2021,December,Yarra,2 Community,26 Justice,261 Police Station,62
2021,December,Yarra,2 Community,26 Justice,262 Court,31
2021,December,Yarra,2 Community,26 Justice,264 Youth Training Centre,2
2021,December,Yarra,2 Community,26 Justice,265 Other Justice Facility,12
2021,December,Yarra,2 Community,26 Justice,269 Other Justice (nec),4
2021,December,Yarra,2 Community,27 Open Space,271 Parkland/Reserve,118
2021,December,Yarra,2 Community,27 Open Space,273 Vacant Block,10
2021,December,Yarra,2 Community,27 Open Space,275 Other Open Space,23
2021,December,Yarra,2 Community,27 Open Space,276 Beach Car Park,1
2021,December,Yarra,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"3,403"
2021,December,Yarra,2 Community,29 Other community location,292 Civic Centre,6
2021,December,Yarra,2 Community,29 Other community location,293 Gallery,2
2021,December,Yarra,2 Community,29 Other community location,294 Car Wash,2
2021,December,Yarra,3 Other,31 Admin/professional,311 Business Office,253
2021,December,Yarra,3 Other,31 Admin/professional,312 Other Admin/Professional,61
2021,December,Yarra,3 Other,32 Financial,321 Bank,16
2021,December,Yarra,3 Other,32 Financial,322 Credit Society,2
2021,December,Yarra,3 Other,32 Financial,323 ATM/Eftpos,14
2021,December,Yarra,3 Other,33 Retail,331 Chemist/Pharmacy,48
2021,December,Yarra,3 Other,33 Retail,3310 24Hr Convenience,127
2021,December,Yarra,3 Other,33 Retail,3311 Restaurant/Fastfood,245
2021,December,Yarra,3 Other,33 Retail,3312 Other Retail,497
2021,December,Yarra,3 Other,33 Retail,332 Service Station,213
2021,December,Yarra,3 Other,33 Retail,333 Jeweller,2
2021,December,Yarra,3 Other,33 Retail,334 2nd Hand Dealer,3
2021,December,Yarra,3 Other,33 Retail,335 Supermarket,383
2021,December,Yarra,3 Other,33 Retail,336 Department Store,66
2021,December,Yarra,3 Other,33 Retail,337 Shopping Complex,153
2021,December,Yarra,3 Other,33 Retail,338 Car Sales Yard,17
2021,December,Yarra,3 Other,33 Retail,339 Milkbar,11
2021,December,Yarra,3 Other,34 Wholesale,341 Any Wholesale,3
2021,December,Yarra,3 Other,35 Warehousing/storage,351 Warehousing/Storage,74
2021,December,Yarra,3 Other,36 Manufacturing,361 Factory,17
2021,December,Yarra,3 Other,36 Manufacturing,362 Any Manufacturing,3
2021,December,Yarra,3 Other,38 Recreational,381 Licensed Premises,302
2021,December,Yarra,3 Other,38 Recreational,382 Tab,1
2021,December,Yarra,3 Other,38 Recreational,383 Cinema,1
2021,December,Yarra,3 Other,38 Recreational,384 Sport Area/Facility,34
2021,December,Yarra,3 Other,38 Recreational,385 Gaming Venue,8
2021,December,Yarra,3 Other,38 Recreational,386 Other Rec./Sports,13
2021,December,Yarra,3 Other,39 Other location,391 Massage Parlour/Brothel,1
2021,December,Yarra,3 Other,39 Other location,392 Other Location (Not Elsewhere),180
2021,December,Yarra,3 Other,39 Other location,393 Construction Site,42
2021,December,Yarra,3 Other,39 Other location,394 Veterinary Clinic,4
2021,December,Yarra Ranges,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,127
2021,December,Yarra Ranges,1 Residential,11 Dwelling - private,112 House,"2,840"
2021,December,Yarra Ranges,1 Residential,11 Dwelling - private,113 Bungalow,14
2021,December,Yarra Ranges,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,9
2021,December,Yarra Ranges,1 Residential,11 Dwelling - private,116 Ministry Of Housing,16
2021,December,Yarra Ranges,1 Residential,11 Dwelling - private,117 Farm House,8
2021,December,Yarra Ranges,1 Residential,12 Dwelling  - non-private,121 Boarding House,23
2021,December,Yarra Ranges,1 Residential,12 Dwelling  - non-private,122 Holiday Home,9
2021,December,Yarra Ranges,1 Residential,12 Dwelling  - non-private,123 Guest House,7
2021,December,Yarra Ranges,1 Residential,12 Dwelling  - non-private,124 Nursing Home,16
2021,December,Yarra Ranges,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,47
2021,December,Yarra Ranges,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,16
2021,December,Yarra Ranges,1 Residential,13 Grounds/surrounding land,1310 Farm Building,10
2021,December,Yarra Ranges,1 Residential,13 Grounds/surrounding land,132 Backyard,74
2021,December,Yarra Ranges,1 Residential,13 Grounds/surrounding land,133 Frontyard,198
2021,December,Yarra Ranges,1 Residential,13 Grounds/surrounding land,134 Garage,49
2021,December,Yarra Ranges,1 Residential,13 Grounds/surrounding land,135 Shed,55
2021,December,Yarra Ranges,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,44
2021,December,Yarra Ranges,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),17
2021,December,Yarra Ranges,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,331
2021,December,Yarra Ranges,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,7
2021,December,Yarra Ranges,2 Community,21 Education,211 School,89
2021,December,Yarra Ranges,2 Community,21 Education,212 School Grounds,37
2021,December,Yarra Ranges,2 Community,21 Education,213 Other Educational,11
2021,December,Yarra Ranges,2 Community,22 Health,222 Medical Centre,9
2021,December,Yarra Ranges,2 Community,22 Health,223 Dental,1
2021,December,Yarra Ranges,2 Community,22 Health,224 Other Health,12
2021,December,Yarra Ranges,2 Community,23 Religious,231 Church,12
2021,December,Yarra Ranges,2 Community,23 Religious,232 Other religious,3
2021,December,Yarra Ranges,2 Community,24 Public Transport,241 Train,16
2021,December,Yarra Ranges,2 Community,24 Public Transport,242 Train Station,78
2021,December,Yarra Ranges,2 Community,24 Public Transport,243 Railway Carpark,9
2021,December,Yarra Ranges,2 Community,24 Public Transport,245 Bus/Bus Stop,12
2021,December,Yarra Ranges,2 Community,25 Other Transport,251 Private Car,10
2021,December,Yarra Ranges,2 Community,25 Other Transport,255 Carpark (Single Level),151
2021,December,Yarra Ranges,2 Community,25 Other Transport,256 Carpark (Multi Level),11
2021,December,Yarra Ranges,2 Community,25 Other Transport,257 Other Transport Type/Area,6
2021,December,Yarra Ranges,2 Community,26 Justice,261 Police Station,41
2021,December,Yarra Ranges,2 Community,26 Justice,264 Youth Training Centre,2
2021,December,Yarra Ranges,2 Community,26 Justice,265 Other Justice Facility,1
2021,December,Yarra Ranges,2 Community,27 Open Space,271 Parkland/Reserve,117
2021,December,Yarra Ranges,2 Community,27 Open Space,272 Rural,17
2021,December,Yarra Ranges,2 Community,27 Open Space,273 Vacant Block,1
2021,December,Yarra Ranges,2 Community,27 Open Space,275 Other Open Space,22
2021,December,Yarra Ranges,2 Community,28 Street/footpath,281 Street/Lane/Footpath,964
2021,December,Yarra Ranges,2 Community,29 Other community location,291 Cemetery,1
2021,December,Yarra Ranges,2 Community,29 Other community location,292 Civic Centre,7
2021,December,Yarra Ranges,2 Community,29 Other community location,293 Gallery,1
2021,December,Yarra Ranges,2 Community,29 Other community location,294 Car Wash,6
2021,December,Yarra Ranges,3 Other,31 Admin/professional,311 Business Office,26
2021,December,Yarra Ranges,3 Other,31 Admin/professional,312 Other Admin/Professional,13
2021,December,Yarra Ranges,3 Other,32 Financial,321 Bank,8
2021,December,Yarra Ranges,3 Other,32 Financial,323 ATM/Eftpos,2
2021,December,Yarra Ranges,3 Other,33 Retail,331 Chemist/Pharmacy,25
2021,December,Yarra Ranges,3 Other,33 Retail,3310 24Hr Convenience,49
2021,December,Yarra Ranges,3 Other,33 Retail,3311 Restaurant/Fastfood,96
2021,December,Yarra Ranges,3 Other,33 Retail,3312 Other Retail,206
2021,December,Yarra Ranges,3 Other,33 Retail,332 Service Station,136
2021,December,Yarra Ranges,3 Other,33 Retail,333 Jeweller,5
2021,December,Yarra Ranges,3 Other,33 Retail,334 2nd Hand Dealer,1
2021,December,Yarra Ranges,3 Other,33 Retail,335 Supermarket,129
2021,December,Yarra Ranges,3 Other,33 Retail,336 Department Store,13
2021,December,Yarra Ranges,3 Other,33 Retail,337 Shopping Complex,135
2021,December,Yarra Ranges,3 Other,33 Retail,338 Car Sales Yard,10
2021,December,Yarra Ranges,3 Other,33 Retail,339 Milkbar,1
2021,December,Yarra Ranges,3 Other,34 Wholesale,341 Any Wholesale,12
2021,December,Yarra Ranges,3 Other,35 Warehousing/storage,351 Warehousing/Storage,29
2021,December,Yarra Ranges,3 Other,36 Manufacturing,361 Factory,39
2021,December,Yarra Ranges,3 Other,36 Manufacturing,362 Any Manufacturing,7
2021,December,Yarra Ranges,3 Other,37 Agricultural,371 Farmland/Agricultural,19
2021,December,Yarra Ranges,3 Other,37 Agricultural,372 Orchard,1
2021,December,Yarra Ranges,3 Other,37 Agricultural,373 Other Agricultural,5
2021,December,Yarra Ranges,3 Other,38 Recreational,381 Licensed Premises,91
2021,December,Yarra Ranges,3 Other,38 Recreational,383 Cinema,1
2021,December,Yarra Ranges,3 Other,38 Recreational,384 Sport Area/Facility,45
2021,December,Yarra Ranges,3 Other,38 Recreational,385 Gaming Venue,12
2021,December,Yarra Ranges,3 Other,38 Recreational,386 Other Rec./Sports,35
2021,December,Yarra Ranges,3 Other,39 Other location,392 Other Location (Not Elsewhere),360
2021,December,Yarra Ranges,3 Other,39 Other location,393 Construction Site,16
2021,December,Yarra Ranges,3 Other,39 Other location,394 Veterinary Clinic,1
2021,December,Yarriambiack,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,1
2021,December,Yarriambiack,1 Residential,11 Dwelling - private,112 House,159
2021,December,Yarriambiack,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,7
2021,December,Yarriambiack,1 Residential,11 Dwelling - private,117 Farm House,5
2021,December,Yarriambiack,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2021,December,Yarriambiack,1 Residential,13 Grounds/surrounding land,1310 Farm Building,2
2021,December,Yarriambiack,1 Residential,13 Grounds/surrounding land,132 Backyard,6
2021,December,Yarriambiack,1 Residential,13 Grounds/surrounding land,133 Frontyard,8
2021,December,Yarriambiack,1 Residential,13 Grounds/surrounding land,134 Garage,1
2021,December,Yarriambiack,1 Residential,13 Grounds/surrounding land,135 Shed,6
2021,December,Yarriambiack,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),1
2021,December,Yarriambiack,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,7
2021,December,Yarriambiack,2 Community,21 Education,211 School,3
2021,December,Yarriambiack,2 Community,21 Education,212 School Grounds,3
2021,December,Yarriambiack,2 Community,21 Education,213 Other Educational,1
2021,December,Yarriambiack,2 Community,22 Health,221 Hospital,1
2021,December,Yarriambiack,2 Community,22 Health,224 Other Health,2
2021,December,Yarriambiack,2 Community,24 Public Transport,242 Train Station,1
2021,December,Yarriambiack,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2021,December,Yarriambiack,2 Community,24 Public Transport,246 Depot/Terminal,1
2021,December,Yarriambiack,2 Community,25 Other Transport,255 Carpark (Single Level),1
2021,December,Yarriambiack,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2021,December,Yarriambiack,2 Community,27 Open Space,271 Parkland/Reserve,4
2021,December,Yarriambiack,2 Community,27 Open Space,274 Beach Foreshore,1
2021,December,Yarriambiack,2 Community,27 Open Space,275 Other Open Space,3
2021,December,Yarriambiack,2 Community,28 Street/footpath,281 Street/Lane/Footpath,57
2021,December,Yarriambiack,2 Community,29 Other community location,291 Cemetery,1
2021,December,Yarriambiack,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2021,December,Yarriambiack,3 Other,32 Financial,321 Bank,2
2021,December,Yarriambiack,3 Other,33 Retail,3312 Other Retail,2
2021,December,Yarriambiack,3 Other,33 Retail,332 Service Station,5
2021,December,Yarriambiack,3 Other,33 Retail,335 Supermarket,11
2021,December,Yarriambiack,3 Other,33 Retail,336 Department Store,2
2021,December,Yarriambiack,3 Other,33 Retail,339 Milkbar,2
2021,December,Yarriambiack,3 Other,37 Agricultural,371 Farmland/Agricultural,15
2021,December,Yarriambiack,3 Other,37 Agricultural,373 Other Agricultural,3
2021,December,Yarriambiack,3 Other,38 Recreational,381 Licensed Premises,8
2021,December,Yarriambiack,3 Other,38 Recreational,384 Sport Area/Facility,2
2021,December,Yarriambiack,3 Other,38 Recreational,386 Other Rec./Sports,2
2021,December,Yarriambiack,3 Other,39 Other location,392 Other Location (Not Elsewhere),9
2020,December,Alpine,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,6
2020,December,Alpine,1 Residential,11 Dwelling - private,112 House,208
2020,December,Alpine,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,7
2020,December,Alpine,1 Residential,11 Dwelling - private,116 Ministry Of Housing,1
2020,December,Alpine,1 Residential,11 Dwelling - private,117 Farm House,16
2020,December,Alpine,1 Residential,12 Dwelling  - non-private,122 Holiday Home,6
2020,December,Alpine,1 Residential,12 Dwelling  - non-private,123 Guest House,4
2020,December,Alpine,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2020,December,Alpine,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,6
2020,December,Alpine,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,4
2020,December,Alpine,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2020,December,Alpine,1 Residential,13 Grounds/surrounding land,132 Backyard,8
2020,December,Alpine,1 Residential,13 Grounds/surrounding land,133 Frontyard,7
2020,December,Alpine,1 Residential,13 Grounds/surrounding land,134 Garage,3
2020,December,Alpine,1 Residential,13 Grounds/surrounding land,135 Shed,7
2020,December,Alpine,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),2
2020,December,Alpine,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,8
2020,December,Alpine,2 Community,21 Education,211 School,6
2020,December,Alpine,2 Community,22 Health,222 Medical Centre,1
2020,December,Alpine,2 Community,24 Public Transport,242 Train Station,1
2020,December,Alpine,2 Community,24 Public Transport,246 Depot/Terminal,2
2020,December,Alpine,2 Community,25 Other Transport,251 Private Car,1
2020,December,Alpine,2 Community,25 Other Transport,255 Carpark (Single Level),3
2020,December,Alpine,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2020,December,Alpine,2 Community,26 Justice,261 Police Station,4
2020,December,Alpine,2 Community,26 Justice,262 Court,8
2020,December,Alpine,2 Community,27 Open Space,271 Parkland/Reserve,7
2020,December,Alpine,2 Community,27 Open Space,272 Rural,18
2020,December,Alpine,2 Community,27 Open Space,273 Vacant Block,1
2020,December,Alpine,2 Community,27 Open Space,275 Other Open Space,6
2020,December,Alpine,2 Community,28 Street/footpath,281 Street/Lane/Footpath,106
2020,December,Alpine,2 Community,29 Other community location,292 Civic Centre,2
2020,December,Alpine,2 Community,29 Other community location,294 Car Wash,1
2020,December,Alpine,3 Other,31 Admin/professional,311 Business Office,1
2020,December,Alpine,3 Other,31 Admin/professional,312 Other Admin/Professional,2
2020,December,Alpine,3 Other,33 Retail,3311 Restaurant/Fastfood,5
2020,December,Alpine,3 Other,33 Retail,3312 Other Retail,22
2020,December,Alpine,3 Other,33 Retail,332 Service Station,7
2020,December,Alpine,3 Other,33 Retail,334 2nd Hand Dealer,1
2020,December,Alpine,3 Other,33 Retail,335 Supermarket,14
2020,December,Alpine,3 Other,33 Retail,338 Car Sales Yard,3
2020,December,Alpine,3 Other,36 Manufacturing,361 Factory,1
2020,December,Alpine,3 Other,36 Manufacturing,362 Any Manufacturing,1
2020,December,Alpine,3 Other,37 Agricultural,371 Farmland/Agricultural,10
2020,December,Alpine,3 Other,37 Agricultural,373 Other Agricultural,5
2020,December,Alpine,3 Other,38 Recreational,381 Licensed Premises,6
2020,December,Alpine,3 Other,38 Recreational,384 Sport Area/Facility,2
2020,December,Alpine,3 Other,38 Recreational,386 Other Rec./Sports,7
2020,December,Alpine,3 Other,39 Other location,392 Other Location (Not Elsewhere),10
2020,December,Ararat,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,42
2020,December,Ararat,1 Residential,11 Dwelling - private,112 House,513
2020,December,Ararat,1 Residential,11 Dwelling - private,113 Bungalow,8
2020,December,Ararat,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,2
2020,December,Ararat,1 Residential,11 Dwelling - private,116 Ministry Of Housing,3
2020,December,Ararat,1 Residential,11 Dwelling - private,117 Farm House,11
2020,December,Ararat,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2020,December,Ararat,1 Residential,12 Dwelling  - non-private,124 Nursing Home,2
2020,December,Ararat,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,4
2020,December,Ararat,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,4
2020,December,Ararat,1 Residential,13 Grounds/surrounding land,1310 Farm Building,7
2020,December,Ararat,1 Residential,13 Grounds/surrounding land,132 Backyard,34
2020,December,Ararat,1 Residential,13 Grounds/surrounding land,133 Frontyard,39
2020,December,Ararat,1 Residential,13 Grounds/surrounding land,134 Garage,9
2020,December,Ararat,1 Residential,13 Grounds/surrounding land,135 Shed,14
2020,December,Ararat,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),21
2020,December,Ararat,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,39
2020,December,Ararat,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,1
2020,December,Ararat,2 Community,21 Education,211 School,11
2020,December,Ararat,2 Community,21 Education,212 School Grounds,4
2020,December,Ararat,2 Community,21 Education,213 Other Educational,3
2020,December,Ararat,2 Community,22 Health,221 Hospital,2
2020,December,Ararat,2 Community,22 Health,224 Other Health,3
2020,December,Ararat,2 Community,23 Religious,231 Church,1
2020,December,Ararat,2 Community,25 Other Transport,251 Private Car,6
2020,December,Ararat,2 Community,25 Other Transport,255 Carpark (Single Level),17
2020,December,Ararat,2 Community,25 Other Transport,256 Carpark (Multi Level),1
2020,December,Ararat,2 Community,25 Other Transport,257 Other Transport Type/Area,7
2020,December,Ararat,2 Community,26 Justice,261 Police Station,14
2020,December,Ararat,2 Community,26 Justice,262 Court,22
2020,December,Ararat,2 Community,26 Justice,265 Other Justice Facility,2
2020,December,Ararat,2 Community,27 Open Space,271 Parkland/Reserve,30
2020,December,Ararat,2 Community,27 Open Space,272 Rural,12
2020,December,Ararat,2 Community,27 Open Space,273 Vacant Block,4
2020,December,Ararat,2 Community,27 Open Space,275 Other Open Space,9
2020,December,Ararat,2 Community,28 Street/footpath,281 Street/Lane/Footpath,261
2020,December,Ararat,2 Community,29 Other community location,291 Cemetery,1
2020,December,Ararat,2 Community,29 Other community location,292 Civic Centre,3
2020,December,Ararat,2 Community,29 Other community location,294 Car Wash,1
2020,December,Ararat,3 Other,31 Admin/professional,311 Business Office,1
2020,December,Ararat,3 Other,31 Admin/professional,312 Other Admin/Professional,2
2020,December,Ararat,3 Other,32 Financial,321 Bank,4
2020,December,Ararat,3 Other,33 Retail,3310 24Hr Convenience,4
2020,December,Ararat,3 Other,33 Retail,3311 Restaurant/Fastfood,14
2020,December,Ararat,3 Other,33 Retail,3312 Other Retail,11
2020,December,Ararat,3 Other,33 Retail,332 Service Station,21
2020,December,Ararat,3 Other,33 Retail,335 Supermarket,19
2020,December,Ararat,3 Other,33 Retail,336 Department Store,4
2020,December,Ararat,3 Other,33 Retail,338 Car Sales Yard,3
2020,December,Ararat,3 Other,33 Retail,339 Milkbar,1
2020,December,Ararat,3 Other,35 Warehousing/storage,351 Warehousing/Storage,2
2020,December,Ararat,3 Other,36 Manufacturing,361 Factory,2
2020,December,Ararat,3 Other,36 Manufacturing,362 Any Manufacturing,3
2020,December,Ararat,3 Other,37 Agricultural,371 Farmland/Agricultural,34
2020,December,Ararat,3 Other,37 Agricultural,373 Other Agricultural,61
2020,December,Ararat,3 Other,38 Recreational,381 Licensed Premises,35
2020,December,Ararat,3 Other,38 Recreational,384 Sport Area/Facility,8
2020,December,Ararat,3 Other,38 Recreational,386 Other Rec./Sports,12
2020,December,Ararat,3 Other,39 Other location,392 Other Location (Not Elsewhere),32
2020,December,Ararat,3 Other,39 Other location,393 Construction Site,9
2020,December,Ballarat,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,386
2020,December,Ballarat,1 Residential,11 Dwelling - private,112 House,"3,294"
2020,December,Ballarat,1 Residential,11 Dwelling - private,113 Bungalow,6
2020,December,Ballarat,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,12
2020,December,Ballarat,1 Residential,11 Dwelling - private,115 Houseboat,1
2020,December,Ballarat,1 Residential,11 Dwelling - private,116 Ministry Of Housing,36
2020,December,Ballarat,1 Residential,11 Dwelling - private,117 Farm House,7
2020,December,Ballarat,1 Residential,12 Dwelling  - non-private,121 Boarding House,24
2020,December,Ballarat,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2020,December,Ballarat,1 Residential,12 Dwelling  - non-private,123 Guest House,12
2020,December,Ballarat,1 Residential,12 Dwelling  - non-private,124 Nursing Home,18
2020,December,Ballarat,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,65
2020,December,Ballarat,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,10
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,1310 Farm Building,5
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,132 Backyard,65
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,133 Frontyard,182
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,134 Garage,90
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,135 Shed,59
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,36
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),42
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,414
2020,December,Ballarat,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,9
2020,December,Ballarat,2 Community,21 Education,211 School,48
2020,December,Ballarat,2 Community,21 Education,212 School Grounds,30
2020,December,Ballarat,2 Community,21 Education,213 Other Educational,21
